x,y,z,nx,ny,nz
-0.3040870428085327,-0.8647719025611877,-0.4428413808345795,0.2107311062541132,-0.9672470830603703,0.14151141709460285
0.160563200712204,-0.8375030159950256,-0.1333271116018295,-0.7029266810289174,-0.7062639285348897,-0.08417448751334841
0.2647680044174194,-0.6004728674888611,-0.6278828978538513,0.05156874047975523,-0.11272576407042972,-0.9922870386738252
0.5079091191291809,-0.298640102148056,0.3176296949386597,0.7141411173074724,0.000807521256884354,0.7000012946275561
-0.6874675154685974,0.8737843632698059,-0.9154872298240662,-0.6390140007844913,-0.47637997307657964,-0.6039231971475805
-0.6874675154685974,-0.0972789600491524,0.2569724321365356,-0.3258187480168284,0.25188773197147907,0.9112599595741112
-0.579330563545227,0.7579706907272339,-0.9769459366798401,0.7612922959444941,-0.3729383213115707,-0.5304253468989473
-0.579330563545227,0.1013589054346085,-0.424091637134552,-0.3964007630367213,0.45170311602156055,-0.7992688721827703
-0.0078540788963437,0.9472060799598694,-0.5742655992507935,-0.6024860890993985,0.1437126305177444,-0.7850841943838776
-0.1657932847738266,0.6678819060325623,-0.4008253514766693,0.11054987952758681,-0.7013358421979806,-0.7042064758186233
0.5649331212043762,0.1498647183179855,0.0483571849763393,0.7151573878313192,0.6368331778004412,0.2880857759120981
0.3001676797866821,-0.034300122410059,0.324914276599884,-0.18025792804351873,0.5324744690523875,0.8270296362191839
-0.0832128003239632,-0.7177209854125977,-0.5951284170150757,-0.0638739459691343,0.12349348633873683,-0.9902875733130435
-0.5046067237854004,-0.4704992771148682,-0.3741723299026489,-0.16412925501008424,-0.7574219297313346,-0.6319601316633005
-0.9325542449951172,0.357913613319397,-0.1047189682722092,-0.8684190829166423,0.47913469938173037,-0.1275861915514248
-0.0923801586031914,0.6593313813209534,-0.3639855086803436,0.23149286316484263,-0.8969929658666366,-0.37658289059584016
0.1481395214796066,0.2018514722585678,-0.398934006690979,0.03793319957082618,0.6900524666937369,-0.7227645990087015
-0.5150848031044006,0.1323143243789673,0.1934005916118622,0.3802844684046953,-0.4121933248225232,0.8279374288325853
-0.6107648015022278,0.62269526720047,0.069863498210907,0.09616357919273867,0.9706711892444159,0.22034066444411346
-0.4082585573196411,0.6666083335876465,-0.1509850472211838,0.21896868245888967,0.41253202901356467,0.8842341551535823
-0.0097996797412634,-0.0807432532310486,0.345548689365387,-0.28729779564063396,0.8916954332684477,0.3497702544645954
0.3644134402275085,-0.6889053583145142,-0.5627471208572388,0.4598110719931875,-0.4118678920339792,-0.7867265201987044
-0.5039385557174683,0.2955725193023682,-0.3230717480182648,0.3540348087307888,0.14010226777911167,-0.9246787056973378
-0.4580608010292053,-0.829307496547699,0.3204367160797119,0.15196909919606463,-0.33227745592595603,0.9308582519228751
0.4037376046180725,-0.6976548433303833,-0.5334289073944092,0.5479971366294532,-0.1991205123653931,-0.8124347111006913
-0.2581759989261627,-0.4206608831882477,0.26076939702034,0.14284719505370294,-0.09215844610464288,0.9854448232533707
-0.5930649638175964,0.5820537209510803,0.1760386824607849,0.1770084284676904,0.7598237320893727,0.6255684713963577
-0.7228262424468994,0.8318530321121216,-0.6964063048362732,-0.09007186887571379,0.9228949608959061,0.3743687347925573
-0.7791820764541626,0.2437161654233932,0.3869850337505341,-0.20755591815497465,-0.3314799510692937,0.9203486202944752
-0.4763955175876617,0.2153536081314087,0.198731005191803,0.7184023562917927,-0.15281970216980423,0.6786340642077529
0.0544460825622082,0.8973562121391296,-0.5836880207061768,0.9369221152995575,0.33458151232900746,0.10115414707384658
-0.7437824010848999,0.8031783103942871,-0.6392661929130554,-0.46981984601203186,0.8172236451928101,0.33378859481864703
0.2287743985652924,-0.8632622361183167,-0.1464275419712067,0.028541034486340877,-0.9995125440732918,-0.012652414417230348
-0.7719603180885315,-0.3748802244663239,-0.3165657818317413,-0.6536899739802254,-0.5372698255153657,-0.5329451683882881
0.0963916778564453,-0.0677265748381615,0.368459939956665,-0.028186064659938465,0.8533109243620314,0.520640002423365
0.3356006443500519,-0.4921026825904846,-0.6240583062171936,0.3085121398408291,-0.15192226955711285,-0.9390100551024194
0.2451635152101517,-0.8217926025390625,-0.406195729970932,-0.36284763419120947,-0.708304609181079,0.6055131501253143
-0.6867583990097046,0.7463351488113403,-0.4734427034854889,0.14135971619764187,0.9009907493121436,0.4101622853096856
-0.7149363160133362,0.6064764857292175,-0.6351131796836853,-0.9549917192350732,0.2502181124623665,-0.1593163908334915
0.0780569612979889,-0.1802782565355301,-0.6976674795150757,0.14696619532557456,0.26285933201350453,-0.9535753294863176
-0.3865932822227478,0.2143532037734985,0.0794430151581764,0.526182946835397,0.41442627556229633,0.7425512565359924
-0.6120345592498779,0.6166871190071106,-0.1798540055751801,0.018991354959189268,0.9879791238321106,-0.1534163593256898
-0.2135756760835648,-0.684363067150116,0.279590517282486,-0.4692568021344819,0.7090644664106056,0.5263322487976227
-0.6795366406440735,-0.5079492330551147,-0.193366602063179,-0.5256001936728252,-0.8071120236269397,-0.2689137737787246
0.2268287986516953,-0.5266066789627075,0.4366045296192169,0.19669069925109411,-0.3124839741392599,0.9293366100258024
-0.2620671987533569,0.8270614147186279,-0.2581777572631836,0.19284236039148886,0.47560617586740506,0.8582602108425057
0.8035481572151184,-0.5417678952217102,0.1176040172576904,0.41324475442321634,0.0630575591368616,0.9084341017252692
-0.8872780799865723,0.3156044185161591,-0.2381553947925568,-0.7941489141289281,0.22932471702001883,-0.5627945240951915
0.0597222372889519,-0.3651931583881378,0.4469102919101715,-0.28526500677895633,-0.12482684672979692,0.9502852909747144
-0.6048128008842468,0.7873745560646057,-0.7846351265907288,0.8332866593109078,0.5098531069071762,0.21373617567357828
-0.2063539177179337,-0.7783935070037842,-0.6212151050567627,0.0299665113887757,0.20275473186997361,-0.9787709266725906
-0.4979865550994873,-0.4531592726707458,0.2019378244876862,-0.14274694644204428,-0.6451394457579405,0.7506120201599557
0.7026329636573792,-0.5876208543777466,0.1423913985490799,-0.17410156130554247,0.2529706239504949,0.9516798357478579
-0.6329907178878784,0.5002717971801758,-0.4738786518573761,0.3444639170036598,-0.9068921965089427,-0.24267499622680797
-0.6952499151229858,-0.5003924369812012,-0.0220299754291773,-0.5983571920179878,-0.742605749235662,0.30084110750110243
0.5394508838653564,-0.0260332226753235,-0.441471666097641,0.5235156233598542,0.3023212348961884,-0.7965759618699191
-0.6775500774383545,-0.8653734922409058,-0.1885720789432526,-0.23087554102142635,-0.9707150456986708,0.06639867929628476
0.0911897644400597,-0.3883024156093597,0.4565155208110809,-0.29939631840739755,-0.2067680291936905,0.9314552198723528
-0.6880281567573547,0.6949366331100464,-0.3738439381122589,0.06721915320934495,0.8659309641847802,0.4956260189980298
0.3467878401279449,0.1499551385641098,0.1964008510112762,0.14922559711492955,0.4219830169267809,0.8942382538177759
-0.1165516823530197,-0.2195948213338852,0.4028477668762207,-0.7100007939208621,0.26987850305699773,0.6504340598550014
-0.4730649590492249,-0.848571240901947,-0.3993366360664368,-0.2693839875172506,-0.18256583795579204,-0.9455696600889885
-0.0746060833334923,-0.5917652249336243,-0.6468420028686523,-0.45786443161822965,-0.407541694038239,-0.7901075432365886
0.4319897592067719,-0.7885469794273376,0.2616070508956909,0.6088160323306181,-0.26955304772901706,0.7461127215355613
-0.9010124802589417,0.2974505424499512,-0.219580814242363,-0.8966495231289805,0.11352405438208325,-0.4279391565973205
-0.3931059241294861,0.6644076108932495,-0.3435043692588806,-0.5310243489225658,-0.02430312882521916,-0.8470079685461464
-0.7483084797859192,-0.2109566926956177,0.2261026799678802,-0.5680147435293268,-0.15424601702602833,0.8084351658388687
0.222937598824501,-0.1012386977672577,-0.6128149628639221,0.1812052492114439,0.8331978330563481,-0.5224423687340303
0.6672742366790771,-0.1794044524431229,0.1441475749015808,0.882531005560751,0.13867860586470407,0.4493409268020793
-0.2279449552297592,0.0814060196280479,-0.4737787246704102,0.11960200080217606,0.3948769387859673,-0.9109157834943579
-0.3832627236843109,-0.1426702886819839,0.2816265523433685,0.2941764336319675,-0.02985829603509007,0.9552846214890395
-0.6788275241851807,0.6091455221176147,-0.8339129090309143,-0.846909137762569,-0.3066965531399992,-0.43437557098242224
